,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,post_release_bugs,pre_release_bugs,authors,churn_metric,change_metric
5030,1,1,1,1,4,0,4,0,1,0,0,6,6,6,3,6,0,0,0,6,70,11,42,21,16,17,20,29,16,13,3,3,3,3,1,0.4,9,9,9,8,0,1,6,1,2
5031,1,1,1,1,5,0,5,0,1,0,0,17,17,17,5,17,0,7,0,10,170,29,124,47,57,17,58,88,38,50,4,4,4,3,1,0.14,32,32,33,23,0,1,10,1,3
5032,1,1,1,1,4,0,4,0,1,0,0,6,6,6,3,6,0,0,0,6,69,11,41,19,17,17,18,27,14,13,3,3,3,3,1,0.41,9,9,9,8,0,0,1,3,1
5033,1,1,1,1,8,0,7,0,3,0,0,17,17,17,5,17,0,6,0,11,168,24,127,44,66,17,60,87,43,44,4,4,4,3,1,0.13,27,27,28,19,0,0,3,3,3
5034,1,1,1,1,4,0,4,0,1,0,0,15,15,15,3,15,0,1,0,14,131,20,94,44,38,17,41,61,30,31,3,3,3,3,1,0.18,28,28,29,17,0,1,7,1,2
5035,1,1,1,1,5,0,5,0,1,0,0,13,13,13,4,13,0,5,0,8,131,21,93,37,40,17,43,65,29,36,4,4,4,3,1,0.18,23,23,24,17,0,1,7,1,2
5036,1,1,1,1,4,0,4,0,1,0,0,6,6,6,3,6,0,0,0,6,71,11,43,22,16,17,20,29,16,13,3,3,3,3,1,0.4,9,9,9,8,0,1,7,1,2
5037,1,1,1,1,7,0,6,0,3,0,0,19,19,19,5,19,0,7,0,12,176,30,127,46,61,19,57,87,42,45,4,4,4,3,1,0.15,30,30,31,21,0,1,8,1,2
5038,1,1,1,1,5,0,5,0,1,0,0,13,13,13,4,13,0,5,0,8,132,24,91,36,41,17,43,65,29,36,4,4,4,3,1,0.19,23,23,24,17,0,1,8,1,3
5039,1,1,1,1,4,0,4,0,1,0,0,9,9,9,3,9,0,1,0,8,91,14,60,29,23,17,27,40,21,19,3,3,3,3,1,0.28,14,14,15,11,0,1,6,1,3
5040,2,2,2,1,6,0,6,0,1,0,0,15,15,15,5,15,0,5,0,10,158,23,118,42,53,17,53,81,33,48,4,4,4,3,1,0.14,30,30,31,21,0,0,1,2,1
5041,1,1,1,1,4,0,4,0,1,0,0,6,6,6,3,6,0,0,0,6,68,9,42,21,16,17,20,29,16,13,3,3,3,3,1,0.4,9,9,9,8,0,0,1,2,1
5042,1,1,1,1,4,0,4,0,1,0,0,15,15,15,3,15,0,3,0,12,134,20,97,40,43,17,44,66,29,37,3,3,3,3,1,0.18,25,25,26,17,0,2,10,1,4
5043,1,1,1,1,8,0,8,0,7,0,0,49,49,49,11,49,0,17,0,32,459,64,378,116,207,17,161,246,104,142,6,6,6,3,2,0.04,87,87,89,53,0,3,21,1,11
5044,1,1,2,1,5,0,5,0,1,0,0,12,12,12,4,12,0,5,0,7,122,17,88,35,41,17,41,61,26,35,4,4,4,3,1,0.19,23,23,24,14,0,0,1,2,1
5045,1,1,1,1,4,0,4,0,1,0,0,4,4,4,3,4,0,1,0,3,53,7,29,14,12,17,14,20,11,9,2,2,3,1,1,0.59,6,6,7,4,0,0,1,2,1
5046,1,1,1,1,5,0,5,0,1,0,0,13,13,13,4,13,0,5,0,8,126,19,91,39,38,16,42,63,29,34,3,3,3,3,1,0.18,22,22,23,15,0,2,11,1,2
5047,1,1,1,1,4,0,4,0,1,0,0,9,9,9,3,9,0,1,0,8,92,14,62,31,23,16,27,40,21,19,3,3,3,3,1,0.26,14,14,15,11,0,1,9,1,2
5048,1,1,1,1,5,0,5,0,1,0,0,13,13,13,4,13,0,5,0,8,127,20,90,33,42,17,42,64,27,37,4,4,4,3,1,0.19,23,23,24,17,0,0,1,7,1
5049,1,1,1,1,4,0,4,0,1,0,0,6,6,6,3,6,0,0,0,6,68,12,39,18,17,17,18,27,14,13,3,3,3,3,1,0.44,9,9,9,8,0,0,1,7,1
5050,1,1,1,1,6,0,6,0,1,0,0,15,15,15,4,15,0,5,0,10,152,22,113,43,52,17,48,74,30,44,4,4,4,3,1,0.15,28,28,29,19,0,0,2,1,2
5051,1,1,1,1,5,0,5,0,1,0,0,13,13,13,4,13,0,5,0,8,129,20,92,35,42,17,42,64,27,37,4,4,4,3,1,0.18,23,23,24,17,0,0,2,1,2
5052,1,1,1,1,6,0,6,0,1,0,0,17,17,17,5,17,0,7,0,10,169,24,128,47,59,17,57,87,36,51,4,4,4,3,1,0.13,32,32,33,23,0,0,1,7,1
5053,1,1,1,1,4,0,4,0,1,0,0,6,6,6,3,6,0,0,0,6,68,12,39,18,17,17,18,27,14,13,3,3,3,3,1,0.44,9,9,9,8,0,0,1,7,1
5054,1,1,1,1,5,0,5,0,1,0,0,17,17,17,5,17,0,7,0,10,168,27,124,47,57,17,58,88,38,50,4,4,4,3,1,0.14,32,32,33,23,0,1,9,1,2
5055,1,1,1,1,5,0,5,0,1,0,0,14,14,14,4,14,0,7,0,7,139,20,102,39,49,17,47,73,32,41,3,3,3,3,1,0.17,25,25,26,16,0,0,1,1,1
5056,1,1,1,1,8,0,7,0,5,0,0,35,35,35,8,35,0,13,2,20,319,45,257,85,137,17,114,174,81,93,4,4,4,3,1,0.07,59,59,60,37,0,0,2,1,2
5057,1,1,1,1,5,0,5,0,1,0,0,15,15,15,4,15,0,7,0,8,147,21,109,43,52,17,53,81,37,44,4,4,4,3,1,0.16,27,27,28,17,0,0,2,1,2
5058,1,1,1,1,7,0,7,0,3,0,0,25,25,25,6,25,0,11,0,14,235,33,185,66,94,17,84,128,60,68,4,4,4,3,1,0.09,43,43,44,27,0,0,2,1,2
5059,1,1,1,1,5,0,5,0,1,0,0,13,13,13,4,13,0,5,0,8,132,24,91,36,41,17,43,65,29,36,4,4,4,3,1,0.19,23,23,24,17,0,1,7,1,2
5060,1,1,1,1,4,0,4,0,1,0,0,6,6,6,3,6,0,0,0,6,70,11,42,21,16,17,20,29,16,13,3,3,3,3,1,0.4,9,9,9,8,0,1,7,1,2
5061,1,1,2,1,5,0,5,0,1,0,0,12,12,12,4,12,0,5,0,7,120,17,86,33,42,17,41,61,26,35,4,4,4,3,1,0.2,23,23,24,14,0,0,1,2,1
5062,1,1,2,1,5,0,5,0,1,0,0,7,7,7,3,7,0,2,0,5,79,10,52,21,25,17,25,36,16,20,3,3,3,1,1,0.33,13,13,14,7,0,0,1,2,1
5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,3,0,17,2,2,2,0,0,0,0,0,0,5.67,0,0,0,0,0,0,1047,1,1
5064,1,1,1,1,3,0,3,0,1,0,0,10,10,10,3,10,0,2,2,6,89,14,58,29,20,17,27,39,22,17,2,2,2,1,1,0.29,11,11,11,10,0,3,6,1,1
5065,2,2,2,1,6,0,6,0,1,0,0,31,31,31,5,31,0,9,0,22,289,39,233,82,113,17,97,151,56,95,4,4,5,3,1,0.07,62,62,65,37,0,0,3,1,3
5066,1,1,1,1,3,0,3,0,1,0,0,8,8,8,2,8,0,0,3,5,75,12,46,24,15,17,21,30,17,13,1,1,1,1,0,0.37,8,8,8,8,0,2,6,1,1
5067,2,2,2,1,6,0,6,0,1,0,0,62,62,62,8,62,0,16,0,46,551,70,464,158,229,17,199,307,112,195,6,6,11,3,1,0.04,128,128,135,72,2,4,38,1,15
5068,1,1,2,1,5,0,5,0,1,0,0,25,25,25,6,25,0,5,0,20,234,30,187,71,89,17,78,120,48,72,4,4,7,3,1,0.09,49,49,53,33,1,1,11,1,8
5069,2,2,2,1,6,0,6,0,1,0,0,59,59,59,11,59,0,19,0,40,551,65,467,163,229,23,199,309,116,193,9,9,11,3,2,0.05,125,125,129,75,3,4,33,1,22
5070,1,1,1,1,4,0,4,0,1,0,0,11,11,11,3,11,0,2,3,6,99,16,66,34,22,17,29,42,23,19,2,2,2,1,1,0.26,12,12,12,11,0,2,12,1,3
5071,1,1,1,1,9,0,8,0,9,0,0,51,51,51,13,51,0,15,2,34,466,65,384,111,224,17,168,258,110,148,7,7,7,3,1,0.04,91,91,92,55,1,1,20,1,8
5072,2,2,2,1,6,0,6,0,1,0,0,32,32,32,8,32,0,13,0,19,317,38,261,81,140,18,116,177,64,113,6,6,11,3,2,0.07,67,67,73,46,0,2,24,1,9
5073,1,1,2,1,6,0,5,0,1,0,0,41,41,41,7,41,0,13,0,28,360,48,295,102,146,17,126,196,75,121,5,5,9,3,1,0.06,81,81,86,51,0,0,6,1,6
5074,1,1,2,1,5,0,5,0,1,0,0,14,14,14,5,14,0,7,0,7,136,18,101,35,49,17,46,71,30,41,4,4,4,1,1,0.17,27,27,28,14,0,0,2,8,0
5075,2,2,2,1,5,0,5,0,1,0,0,18,18,18,6,18,0,9,0,9,171,22,132,45,64,17,59,92,38,54,4,4,4,1,1,0.13,36,36,37,18,0,0,2,8,0
5076,1,1,2,1,6,0,6,0,1,0,0,14,14,14,5,14,0,7,0,7,141,19,105,39,50,17,46,71,30,41,4,4,4,1,1,0.16,27,27,28,14,0,0,1,6,0
5077,1,1,1,1,5,0,5,0,1,0,0,21,21,21,4,21,0,7,0,14,189,30,142,55,67,17,68,100,42,58,4,4,4,3,1,0.12,36,36,37,25,1,2,20,1,12
5078,1,1,1,1,5,0,5,0,1,0,0,28,28,28,4,28,0,8,0,20,238,29,192,74,88,17,85,129,54,75,4,4,4,3,1,0.09,52,52,54,32,0,2,11,1,3
5079,2,2,2,1,6,0,6,0,1,0,0,16,16,16,3,16,0,2,0,14,158,21,120,40,60,17,53,82,29,53,3,3,3,3,1,0.14,33,33,34,18,0,0,4,1,4
5080,1,1,2,1,5,0,5,0,1,0,0,14,14,14,5,14,0,7,0,7,142,19,106,38,50,17,50,75,32,43,4,4,4,3,1,0.16,27,27,28,18,0,0,2,1,2
5081,1,1,1,1,3,0,3,0,1,0,0,8,8,8,2,8,0,0,3,5,76,13,46,24,15,17,21,30,17,13,1,1,1,1,0,0.37,8,8,8,8,0,2,6,1,1
5082,2,2,2,1,6,0,6,0,1,0,0,34,34,34,7,34,0,8,0,26,321,44,260,91,128,17,116,175,66,109,5,5,8,3,1,0.07,72,72,76,42,0,1,16,1,7
5083,1,1,1,1,5,0,5,0,1,0,0,13,13,13,4,13,0,5,0,8,128,19,92,36,40,17,42,64,28,36,4,4,4,3,1,0.18,23,23,24,17,0,1,6,1,2
5084,1,1,1,1,8,0,7,0,5,0,0,29,29,29,7,29,0,11,0,18,253,42,194,62,97,17,83,129,61,68,4,4,4,3,1,0.09,46,46,47,31,0,1,6,1,2
5085,1,1,1,1,5,0,5,0,1,0,0,17,17,17,5,17,0,7,0,10,167,23,127,49,55,17,56,86,36,50,4,4,4,3,1,0.13,32,32,33,23,0,1,6,1,2
5086,1,1,1,1,5,0,5,0,1,0,0,13,13,13,4,13,0,5,0,8,128,19,92,36,40,17,42,64,28,36,4,4,4,3,1,0.18,23,23,24,17,0,1,5,1,2
5087,1,1,1,1,4,0,4,0,1,0,0,7,7,7,3,7,0,1,0,6,74,12,45,23,17,17,22,31,18,13,2,2,3,1,1,0.38,10,10,11,7,0,2,9,1,2
5088,1,1,1,1,4,0,4,0,1,0,0,5,6,6,0,6,0,0,2,4,65,12,35,19,9,18,15,23,14,9,3,3,3,3,1,0.51,7,7,7,7,0,1,9,1,2
5089,1,1,1,1,3,0,3,0,1,32,7,32,32,0,0,32,0,0,0,32,256,29,161,89,50,66,81,114,79,35,1,1,1,1,0,0.41,32,32,32,32,1,2,39,1,26
5090,1,1,1,1,7,0,6,0,5,0,0,46,46,46,8,46,0,14,0,32,371,60,294,99,148,17,128,197,86,111,4,4,4,3,1,0.06,81,81,82,48,0,1,17,1,10
5091,1,1,1,1,7,0,6,0,3,0,0,21,21,21,5,21,0,7,0,14,187,32,138,48,68,17,62,95,44,51,4,4,4,3,1,0.12,35,35,36,23,0,1,8,1,2
5092,2,2,2,1,6,0,6,0,1,0,0,19,19,19,4,19,0,5,0,14,184,25,142,47,71,17,60,94,34,60,4,4,4,3,1,0.12,38,38,39,23,0,0,4,2,5
5093,1,1,1,1,3,0,3,0,1,0,0,8,8,8,2,8,0,0,3,5,75,12,46,24,15,17,21,30,17,13,1,1,1,1,0,0.37,8,8,8,8,0,0,1,7,1
5094,1,1,1,1,5,0,5,0,1,0,0,17,17,17,4,17,0,5,0,12,152,21,114,45,53,17,51,77,34,43,4,4,4,3,1,0.15,30,30,31,19,0,0,2,9,2
5095,1,1,1,1,7,0,6,0,3,0,0,23,23,23,5,23,0,9,0,14,204,34,153,52,76,17,65,101,45,56,4,4,4,3,1,0.11,37,37,38,25,0,0,1,1,2
5096,2,2,2,1,6,0,6,0,1,0,0,16,16,16,5,16,0,7,0,9,172,22,133,42,70,17,64,95,34,61,3,3,4,3,2,0.13,33,33,36,18,0,0,5,1,3
5097,1,1,1,1,4,0,4,0,1,0,0,13,13,13,3,13,0,3,3,7,113,19,77,35,31,17,35,52,26,26,3,3,3,3,1,0.22,19,19,20,15,0,0,4,8,4
5098,1,1,1,1,4,0,4,0,1,0,0,9,9,9,3,9,0,1,0,8,92,16,59,29,24,17,28,40,22,18,2,2,3,1,1,0.29,14,14,15,9,1,1,31,1,25
5099,1,1,1,1,5,0,5,0,1,0,0,23,23,23,5,23,0,7,0,16,208,27,164,60,80,17,73,111,45,66,4,4,4,3,1,0.1,44,44,45,27,0,1,22,1,12
5100,2,2,2,1,8,0,8,0,1,1,0,15,15,14,3,15,0,3,0,12,185,22,146,50,84,17,71,101,41,60,7,7,7,3,1,0.12,40,40,41,17,2,1,5,1,4
5101,1,1,1,1,7,0,6,0,3,0,0,19,19,19,5,19,0,7,0,12,174,29,128,46,61,17,57,87,42,45,4,4,4,3,1,0.13,30,30,31,21,0,1,6,1,2
5102,2,2,2,1,6,0,6,0,1,0,0,19,19,19,5,19,0,3,2,14,192,25,150,51,75,17,69,105,38,67,4,4,4,3,1,0.11,40,40,41,25,0,0,7,1,3
5103,2,2,2,1,5,0,5,0,1,0,0,17,17,17,3,17,0,1,0,16,168,24,127,48,59,17,55,84,33,51,3,3,3,3,1,0.13,34,34,35,19,0,2,9,1,3
5104,1,1,1,1,4,0,4,0,1,0,0,9,9,9,3,9,0,1,0,8,94,18,59,28,23,17,27,40,21,19,3,3,3,3,1,0.29,14,14,15,11,0,1,9,1,3
5105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,3,0,17,2,2,2,0,0,0,0,0,0,5.67,0,0,0,0,0,0,1047,1,1
5106,1,1,1,1,6,0,6,0,2,2,1,3,3,1,0,3,0,0,1,2,57,7,33,21,9,17,16,20,16,4,1,1,1,1,0,0.52,3,3,3,3,0,0,2,7,2
5107,2,2,2,1,11,0,8,2,2,5,2,8,8,3,0,8,0,2,2,4,164,15,111,54,48,38,45,64,41,23,5,5,5,4,2,0.34,16,16,16,11,1,1,11,1,6
5108,1,1,1,1,9,0,8,0,1,0,1,6,6,6,6,6,0,1,0,5,122,14,87,44,39,21,47,59,35,24,3,3,3,1,2,0.24,10,10,10,6,1,1,5,1,5
5109,1,1,1,1,14,2,12,0,1,1,0,1,1,0,0,1,0,0,0,1,49,7,25,17,7,17,11,13,12,1,1,1,1,1,0,0.68,1,1,1,1,1,1,2,8,2
5110,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,35,3,8,7,0,24,5,6,6,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,1
5111,1,1,1,1,4,0,4,0,1,0,0,6,6,6,2,6,0,0,0,6,69,10,41,23,11,18,17,24,17,7,1,1,1,1,0,0.44,6,6,6,6,0,0,2,6,3
5112,2,2,2,1,20,1,14,4,2,4,1,9,9,5,0,9,1,1,4,3,255,28,170,83,91,57,76,96,58,38,9,9,9,3,3,0.34,20,20,20,11,4,1,16,1,16
5113,1,1,1,1,15,1,14,0,2,2,0,3,3,1,0,3,0,0,2,1,95,11,66,42,25,18,39,44,31,13,2,2,2,1,1,0.27,4,4,4,3,4,1,8,2,8
5114,1,1,1,1,3,0,3,0,1,1,0,2,7,6,0,7,0,0,1,6,135,11,43,38,3,81,21,24,22,2,1,1,1,1,0,1.88,2,2,2,2,1,1,16,9,15
5115,2,2,2,1,16,0,14,1,13,6,8,32,34,28,11,34,1,8,1,24,645,55,536,205,304,57,245,322,163,159,15,15,16,5,4,0.11,77,77,82,47,7,3,53,2,49
5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,3,0,17,2,2,2,0,0,0,0,0,0,5.67,0,0,0,0,0,0,1047,1,1
5117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,3,0,17,2,2,2,0,0,0,0,0,0,5.67,0,0,0,0,0,0,1047,1,1
5118,1,1,1,1,3,0,3,0,1,0,0,5,5,5,2,5,0,0,0,5,62,9,30,17,7,23,12,18,11,7,1,1,1,1,0,0.77,5,5,5,5,0,0,3,1,2
5119,2,2,2,1,11,0,10,0,5,0,1,18,18,18,11,18,3,0,5,10,292,33,214,72,114,45,93,139,59,80,7,7,8,3,3,0.21,41,41,46,20,10,7,40,1,32
5120,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,2,2,0,0,0,47,8,13,12,2,26,7,8,8,0,0,0,0,0,0,2,0,0,0,0,8,6,99,1,53
5121,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,3,3,0,0,0,35,4,10,9,0,21,6,7,7,0,0,0,0,0,0,2.1,0,0,0,0,0,0,14,1,1
5122,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,36,5,9,8,0,22,4,5,5,0,0,0,0,0,0,2.44,0,0,0,0,0,0,5,1,1
5123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,3,0,17,2,2,2,0,0,0,0,0,0,5.67,0,0,0,0,0,0,1047,1,1
5124,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,2,34,7,10,9,0,17,6,7,7,0,0,0,0,0,0,1.7,0,0,0,0,0,2,4,1,3
5125,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,36,5,14,13,0,17,8,9,9,0,0,0,0,0,0,1.21,0,0,0,0,0,1,6,1,3
5126,2,2,2,1,8,0,8,0,1,1,3,6,6,5,2,6,0,4,0,2,97,13,67,32,37,17,36,47,29,18,7,7,7,4,2,0.25,12,12,12,9,0,0,5,1,5
5127,2,2,2,1,10,0,9,0,1,1,4,7,7,6,2,7,0,4,0,3,128,15,96,43,54,17,52,67,39,28,7,7,7,4,3,0.18,16,16,16,13,1,1,11,1,8
5128,2,2,2,1,12,0,11,0,1,1,6,9,9,8,3,9,0,6,0,3,178,22,139,62,82,17,72,90,52,38,13,13,13,4,2,0.12,21,21,21,12,1,1,14,1,8
5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,3,0,17,2,2,2,0,0,0,0,0,0,5.67,0,0,0,0,0,0,1047,1,1
5130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,3,0,17,2,2,2,0,0,0,0,0,0,5.67,0,0,0,0,0,0,1047,1,1
5131,2,2,2,2,8,0,8,0,1,3,0,4,4,1,0,4,0,2,0,2,76,11,45,21,23,20,22,29,18,11,5,5,5,5,1,0.44,9,9,9,8,1,2,11,1,7
5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,3,0,17,2,2,2,0,0,0,0,0,0,5.67,0,0,0,0,0,0,1047,1,1
5133,1,1,1,1,6,0,6,0,1,0,1,3,3,3,0,3,0,0,0,3,70,11,35,23,9,24,16,20,15,5,1,1,1,1,0,0.69,3,3,3,3,0,2,12,1,4
5134,4,4,4,2,22,0,15,6,1,4,0,4,4,0,0,4,0,1,0,3,127,11,74,21,48,42,34,48,18,30,9,9,9,7,3,0.57,18,18,18,10,0,1,11,1,9
5135,2,2,2,1,10,0,10,0,1,1,1,2,5,4,0,5,0,0,0,5,72,10,42,27,12,20,21,26,19,7,3,3,3,1,1,0.48,4,4,4,2,0,1,13,1,6
5136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,3,0,17,2,2,2,0,0,0,0,0,0,5.67,0,0,0,0,0,0,1047,1,1
5137,2,2,2,1,10,0,10,0,2,4,1,18,18,14,8,18,0,7,5,6,277,25,226,77,124,26,100,148,70,78,11,11,13,4,8,0.12,43,43,48,25,0,0,11,1,11
5138,1,1,2,1,11,0,9,1,8,6,7,49,49,43,21,49,0,7,0,42,820,90,584,239,315,147,301,403,203,200,8,8,8,7,4,0.25,96,96,104,72,7,12,56,1,46
5139,1,1,1,1,0,0,0,0,1,0,0,2,0,2,3,2,0,0,0,2,29,3,6,5,0,20,2,3,3,0,1,1,1,1,0,3.33,2,2,2,2,0,1,7,1,0
5140,1,1,1,1,10,0,4,5,1,7,1,7,7,0,0,7,0,0,0,7,118,14,44,23,13,60,17,26,17,9,2,2,3,1,1,1.36,8,8,9,7,0,0,6,1,8
5141,3,3,3,2,20,0,19,0,1,3,0,8,8,5,1,8,0,3,0,5,222,21,181,72,104,20,84,113,54,59,8,8,8,8,6,0.11,26,26,28,21,3,3,28,6,28
5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,3,0,17,2,2,2,0,0,0,0,0,0,5.67,0,0,0,0,0,0,1047,1,1
5143,2,2,3,1,15,0,13,1,5,0,9,45,43,45,16,45,0,4,26,15,882,96,675,209,404,111,304,461,187,274,19,16,19,4,5,0.16,134,129,145,57,6,1,42,9,42
5144,1,1,1,1,13,1,10,1,2,0,4,13,11,13,7,13,0,4,0,9,261,35,186,77,101,41,100,123,61,62,11,9,11,4,4,0.22,25,23,25,16,2,2,14,3,14
5145,1,1,1,1,4,0,4,0,1,0,0,14,14,14,4,14,0,0,1,13,113,18,77,31,30,18,35,53,28,25,3,3,4,3,2,0.23,17,17,19,16,0,0,9,6,5
5146,1,1,1,1,2,0,2,0,1,0,0,3,7,7,1,7,0,0,0,7,65,11,25,20,2,29,15,19,17,2,1,1,1,1,0,1.16,3,3,3,3,0,0,8,1,8
5147,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,28,3,8,5,1,17,3,5,4,1,1,1,1,1,0,2.12,1,1,1,1,0,0,1,3,1
5148,1,1,1,1,0,0,0,0,1,0,0,2,0,2,3,2,0,0,0,2,25,2,6,5,0,17,1,2,2,0,1,1,1,1,0,2.83,2,2,2,2,0,0,2,7,3
5149,1,1,1,1,3,0,3,0,1,0,0,2,2,2,1,2,0,0,0,2,34,5,12,6,3,17,6,9,6,3,1,1,1,1,0,1.42,2,2,2,2,0,0,1,3,1
5150,1,1,1,1,3,0,3,0,1,0,0,2,2,2,1,2,0,0,0,2,34,5,12,6,3,17,6,9,6,3,1,1,1,1,0,1.42,2,2,2,2,0,0,1,5,2
5151,1,1,1,1,3,0,3,0,1,0,0,2,2,2,1,2,0,0,0,2,37,6,14,8,3,17,8,11,8,3,1,1,1,1,0,1.21,2,2,2,2,0,0,1,3,1
5152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,3,0,17,2,2,2,0,0,0,0,0,0,5.67,0,0,0,0,0,0,1047,1,1
5153,1,1,1,1,4,0,4,0,2,0,1,13,13,13,1,13,0,0,1,12,135,19,94,50,28,22,39,59,36,23,3,3,3,3,1,0.23,18,18,18,15,1,1,6,1,6
5154,3,3,4,2,11,0,11,0,1,0,1,2,2,2,0,2,0,1,0,1,65,7,41,21,15,17,18,26,15,11,4,4,5,4,2,0.41,6,6,8,5,0,0,4,1,4
5155,1,1,1,1,0,0,0,0,1,0,0,2,0,2,2,2,0,0,0,2,33,3,9,8,0,21,3,4,4,0,1,1,1,1,0,2.33,2,2,2,2,0,0,2,5,2
5156,1,1,1,1,12,0,5,6,1,0,1,4,4,4,3,4,0,0,0,4,111,15,40,20,15,56,23,29,19,10,2,2,2,1,1,1.4,5,5,5,4,0,0,7,1,6
5157,1,1,1,1,6,0,6,0,1,0,0,6,6,6,2,6,0,0,0,6,97,13,62,35,23,22,27,38,25,13,5,5,6,3,2,0.35,10,10,11,8,2,2,3,6,3
5158,1,1,1,1,7,0,6,0,2,0,0,4,4,4,0,4,0,0,0,4,64,10,37,18,13,17,16,22,16,6,2,2,2,1,0,0.46,5,5,5,4,0,0,5,1,4
5159,1,1,1,1,5,0,5,0,2,0,2,22,22,22,1,22,0,0,1,21,218,31,157,70,57,30,68,103,53,50,5,5,5,3,1,0.19,33,33,33,24,4,1,33,1,25
5160,5,5,6,4,17,0,17,0,1,0,1,1,1,1,0,1,0,0,0,1,60,7,36,20,12,17,15,22,14,8,5,5,6,4,2,0.47,5,5,6,4,0,0,8,1,5
5161,1,1,1,1,5,0,4,0,1,0,2,14,14,14,1,14,0,0,0,14,143,22,101,48,36,20,46,68,38,30,3,3,3,3,1,0.2,21,21,21,16,1,1,9,1,9
5162,5,5,6,4,17,0,17,0,1,0,1,1,1,1,0,1,0,0,0,1,56,7,32,16,12,17,13,20,12,8,5,5,6,4,2,0.53,5,5,6,4,0,0,4,1,4
5163,2,2,2,2,4,0,4,0,2,0,0,7,5,7,3,7,0,0,0,7,83,10,50,22,24,23,24,38,17,21,8,8,8,8,2,0.46,16,16,16,14,0,0,1,3,1
5164,1,1,1,1,6,0,6,0,2,0,0,4,4,4,0,4,0,0,0,4,61,8,36,18,12,17,16,22,16,6,2,2,2,1,0,0.47,5,5,5,4,0,0,8,1,5
5165,2,2,2,1,15,0,15,0,1,1,2,1,6,5,0,6,0,0,0,6,112,12,39,26,12,61,23,27,21,6,2,2,2,1,1,1.56,2,2,2,1,2,2,6,1,6
5166,1,1,1,1,6,0,6,0,2,0,0,5,5,5,0,5,0,0,0,5,65,10,38,17,14,17,16,23,16,7,2,2,2,1,0,0.45,6,6,6,5,0,2,8,1,4
5167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,3,0,17,2,2,2,0,0,0,0,0,0,5.67,0,0,0,0,0,0,1047,1,1
5168,1,1,1,1,5,0,5,0,1,0,0,3,4,4,0,4,0,0,0,4,70,9,37,26,7,24,13,18,13,5,2,2,2,1,1,0.65,4,4,4,3,0,0,3,1,4
5169,1,1,1,1,8,0,7,0,3,0,0,7,7,7,0,7,0,0,0,7,83,11,55,19,26,17,21,31,20,11,2,2,2,1,0,0.31,9,9,9,7,0,1,7,1,4
5170,1,1,1,1,8,0,7,0,3,0,0,7,7,7,0,7,0,0,0,7,83,11,55,19,26,17,21,31,20,11,2,2,2,1,0,0.31,9,9,9,7,0,0,1,2,1
5171,1,1,1,1,4,0,4,0,1,0,1,12,12,12,1,12,0,0,0,12,122,21,82,41,26,19,35,54,31,23,3,3,3,3,1,0.23,18,18,18,14,0,0,5,1,5
